cidade,bairro,weekday,mean_count,index,proportion
Fortaleza,SIQUEIRA,Segunda-feira,10.0,0.8641975308641976,0.12345679012345678
Fortaleza,SIQUEIRA,Sexta-feira,16.0,1.382716049382716,0.19753086419753085
Fortaleza,SIQUEIRA,Sábado,15.0,1.2962962962962963,0.18518518518518517
Fortaleza,SIQUEIRA,Terça-feira,10.0,0.8641975308641976,0.12345679012345678
Fortaleza,SÃO BENTO,Domingo,4.0,1.2631578947368423,0.21052631578947367
Fortaleza,SÃO BENTO,Quarta-feira,2.0,0.6315789473684211,0.10526315789473684
Fortaleza,SÃO BENTO,Quinta-feira,1.0,0.31578947368421056,0.05263157894736842
Fortaleza,SÃO BENTO,Segunda-feira,2.0,0.6315789473684211,0.10526315789473684
Fortaleza,SÃO BENTO,Sexta-feira,5.0,1.5789473684210527,0.2631578947368421
Fortaleza,SÃO BENTO,Sábado,5.0,1.5789473684210527,0.2631578947368421
Fortaleza,SÃO GERARDO,Quinta-feira,1.0,1.0,0.3333333333333333
Fortaleza,SÃO GERARDO,Segunda-feira,1.0,1.0,0.3333333333333333
Fortaleza,SÃO GERARDO,Sexta-feira,1.0,1.0,0.3333333333333333
Fortaleza,SÃO JOÃO DO TAUAPE,Domingo,1.0,0.4375,0.0625
Fortaleza,SÃO JOÃO DO TAUAPE,Quarta-feira,1.0,0.4375,0.0625
Fortaleza,SÃO JOÃO DO TAUAPE,Quinta-feira,1.0,0.4375,0.0625
Fortaleza,SÃO JOÃO DO TAUAPE,Segunda-feira,4.0,1.75,0.25
Fortaleza,SÃO JOÃO DO TAUAPE,Sexta-feira,3.0,1.3125,0.1875
Fortaleza,SÃO JOÃO DO TAUAPE,Sábado,4.0,1.75,0.25
Fortaleza,SÃO JOÃO DO TAUAPE,Terça-feira,2.0,0.875,0.125
Fortaleza,VARJOTA,Domingo,2.0,1.6666666666666667,0.3333333333333333
Fortaleza,VARJOTA,Quinta-feira,1.0,0.8333333333333334,0.16666666666666666
Fortaleza,VARJOTA,Segunda-feira,1.0,0.8333333333333334,0.16666666666666666
Fortaleza,VARJOTA,Sexta-feira,1.0,0.8333333333333334,0.16666666666666666
Fortaleza,VARJOTA,Sábado,1.0,0.8333333333333334,0.16666666666666666
Fortaleza,VICENTE PINZÓN,Domingo,7.0,0.8448275862068965,0.1206896551724138
Fortaleza,VICENTE PINZÓN,Quarta-feira,9.0,1.086206896551724,0.15517241379310345
Fortaleza,VICENTE PINZÓN,Quinta-feira,10.0,1.206896551724138,0.1724137931034483
Fortaleza,VICENTE PINZÓN,Segunda-feira,8.0,0.9655172413793103,0.13793103448275862
Fortaleza,VICENTE PINZÓN,Sexta-feira,11.0,1.3275862068965516,0.1896551724137931
Fortaleza,VICENTE PINZÓN,Sábado,8.0,0.9655172413793103,0.13793103448275862
Fortaleza,VICENTE PINZÓN,Terça-feira,5.0,0.603448275862069,0.08620689655172414
Fortaleza,VILA PERI,Domingo,1.0,0.23333333333333334,0.03333333333333333
Fortaleza,VILA PERI,Quarta-feira,4.0,0.9333333333333333,0.13333333333333333
Fortaleza,VILA PERI,Quinta-feira,7.0,1.6333333333333333,0.23333333333333334
Fortaleza,VILA PERI,Segunda-feira,5.0,1.1666666666666667,0.16666666666666666
Fortaleza,VILA PERI,Sexta-feira,3.0,0.7000000000000001,0.1
Fortaleza,VILA PERI,Sábado,6.0,1.4000000000000001,0.2
Fortaleza,VILA PERI,Terça-feira,4.0,0.9333333333333333,0.13333333333333333
Fortaleza,VILA UNIĂO,Domingo,2.0,1.25,0.25
Fortaleza,VILA UNIĂO,Quarta-feira,1.0,0.625,0.125
Fortaleza,VILA UNIĂO,Quinta-feira,2.0,1.25,0.25
Fortaleza,VILA UNIĂO,Sexta-feira,2.0,1.25,0.25
Fortaleza,VILA UNIĂO,Terça-feira,1.0,0.625,0.125
Fortaleza,VILA VELHA,Domingo,8.0,1.2727272727272727,0.18181818181818182
Fortaleza,VILA VELHA,Quarta-feira,8.0,1.2727272727272727,0.18181818181818182
Fortaleza,VILA VELHA,Quinta-feira,4.0,0.6363636363636364,0.09090909090909091
Fortaleza,VILA VELHA,Segunda-feira,8.0,1.2727272727272727,0.18181818181818182
Fortaleza,VILA VELHA,Sexta-feira,7.0,1.1136363636363638,0.1590909090909091
Fortaleza,VILA VELHA,Sábado,8.0,1.2727272727272727,0.18181818181818182
Fortaleza,VILA VELHA,Terça-feira,1.0,0.1590909090909091,0.022727272727272728
Fortaleza,ÁLVARO WEYNE,Domingo,5.0,1.346153846153846,0.19230769230769232
Fortaleza,ÁLVARO WEYNE,Quarta-feira,2.0,0.5384615384615384,0.07692307692307693
Fortaleza,ÁLVARO WEYNE,Quinta-feira,4.0,1.0769230769230769,0.15384615384615385
Fortaleza,ÁLVARO WEYNE,Segunda-feira,3.0,0.8076923076923077,0.11538461538461539
Fortaleza,ÁLVARO WEYNE,Sexta-feira,4.0,1.0769230769230769,0.15384615384615385
Fortaleza,ÁLVARO WEYNE,Sábado,4.0,1.0769230769230769,0.15384615384615385
Fortaleza,ÁLVARO WEYNE,Terça-feira,4.0,1.0769230769230769,0.15384615384615385
