year_month,bairro,procedimentos,armas_sequestradas,drogas_kg,dinheiro_reais,homicidios
2025-05,VILA NEUMA,2,0,0.0,0.0,0
2025-05,VILA NOVA,1,0,0.0,0.0,1
2025-05,VILA PERI,1,0,0.0,0.0,0
2025-05,VILA UNIÃO,2,0,0.0,0.0,0
2025-05,VILA VELHA,3,1,0.0,0.0,0
2025-05,VILA XEXÉU,1,0,0.0,0.0,0
2025-05,VIOLETA,1,0,27.0,0.0,0
2025-05,VIOLETE,1,0,140.0,2.5,0
2025-05,VIÇOSA,1,0,0.0,0.0,0
2025-05,VÁRZEA,1,0,9.0,0.0,0
2025-05,VÁRZEA ALEGRE,1,0,10.2,1225.3,0
2025-05,ZACARIAS GONÇALVES,1,2,0.0,0.0,0
2025-05,ZOJNA RURAL,1,0,0.0,0.0,0
2025-05,ZONA PRAIA,1,0,0.0,0.0,0
2025-05,ZONA RURAL,131,85,6214.7699999999995,4649.9,2
2025-05,ZONA URBANA,5,4,0.0,0.0,0
2025-05,ZÉ OSÓRIO 3,1,0,0.0,0.0,0
2025-05,ÁLVARO WEYNE,1,0,0.0,0.0,0
2025-06,-,17,7,63.89,0.0,1
2025-06,7 DE SETEMBRO,1,1,0.0,0.0,0
2025-06,ABC,1,0,0.0,0.0,0
2025-06,ACARACUZINHO,1,0,0.0,0.0,0
2025-06,AEROLÂNDIA,1,0,0.0,0.0,0
2025-06,AEROPORTO,2,0,500.0,0.0,0
2025-06,AGROVILA,1,2,0.0,0.0,0
2025-06,"AGROVILA, LAGOA DO SÃO JOÃO",1,0,7.0,360.0,0
2025-06,ALDEIA PARK,3,2,53.0,0.0,0
2025-06,ALDEOTA,1,0,0.0,0.0,0
2025-06,ALENCAR,1,0,0.0,0.0,0
2025-06,ALTAMIRA,1,0,0.0,0.0,0
2025-06,ALTO,1,1,0.0,0.0,0
2025-06,ALTO ALEGRE,1,0,14.0,0.0,0
2025-06,ALTO ALEGRE 2,1,1,0.0,0.0,0
2025-06,ALTO ALEGRE I,1,1,152.0,0.0,0
2025-06,ALTO ALGRE II,1,1,0.0,0.0,0
2025-06,ALTO DA BELA VISTA,1,0,0.0,0.0,0
2025-06,ALTO DA BOA VISTA,1,0,166.0,76.6,0
2025-06,ALTO DO CEMITÉRIO,2,0,27.0,20.0,0
2025-06,ALTO DO CÉU,1,2,0.0,0.0,0
2025-06,ALTO DO JUCA,1,0,0.0,0.0,0
2025-06,ALTO DOS 14,1,0,0.0,0.0,0
2025-06,ALTO DOS HONÓRIOS,1,0,0.0,0.0,0
2025-06,ALTO DOS PESCADORES,1,0,8.3,0.0,0
2025-06,ALTO LUMINOSO,1,0,9.0,0.0,0
2025-06,ALTO NOVO,1,1,0.0,0.0,0
2025-06,ALTO SÃO JOÃO,1,1,0.0,0.0,0
2025-06,AMADEU FURTADO,1,0,88.0,0.0,0
2025-06,ANACETABA,1,0,0.0,0.0,0
2025-06,ANGORÁ,2,0,138.0,0.0,0
2025-06,ANTÔNIO BEZERRA,4,1,367.0,86.0,0
2025-06,ANTÔNIO HOLANDA DE OLIVEIRA,1,0,0.0,0.0,0
2025-06,ARACAPÉ,1,0,0.0,0.0,0
2025-06,ARACATIARA,1,0,0.0,0.0,0
2025-06,ARAÇA,1,0,0.0,0.0,0
2025-06,ARAÇÁ,1,0,0.0,0.0,0
2025-06,AREIAS,2,0,0.0,0.0,0
2025-06,AREIAS 2,1,0,0.0,0.0,0
2025-06,ARIANOPOLES,1,0,0.0,0.0,0
2025-06,ARIANÓPOLES,2,1,0.0,0.0,0
2025-06,ATERRO,1,0,0.0,0.0,0
2025-06,AUTO DA COOPERATIVA,1,0,0.0,0.0,0
2025-06,AUTRAMN NUNES,1,0,0.0,0.0,0
2025-06,AÇUDE ORINTE,1,0,0.0,0.0,0
2025-06,BAIRRO COBAL,1,0,9.9,358.0,0
2025-06,BAIRRO DO S,1,0,0.0,0.0,0
2025-06,BAIRRO FÁTIMA II,1,0,0.0,0.0,0
2025-06,BAIRRO LAGOA,1,0,93.0,0.0,0
2025-06,BANGUÊ,2,2,0.0,0.0,0
2025-06,BANGÜÊ I,1,0,0.0,0.0,1
2025-06,BARATEIRO,1,0,0.0,0.0,0
2025-06,BARRA DO CEARA,1,0,93.1,0.0,0
2025-06,BARRA DO CEARÁ,8,1,599.0,600.0,0
2025-06,BARRA GRANDE,2,2,0.9,0.0,1
2025-06,BARRA NOVA,1,0,0.0,0.0,0
2025-06,BARROS,1,1,0.0,0.0,0
2025-06,BARROSO,2,0,36.0,178.0,0
2025-06,BATATAS,1,0,8.0,0.0,0
2025-06,BEIRA RIO,1,0,19.61,0.0,0
2025-06,BELA VISTA,1,5,0.0,0.0,0
2025-06,BELÉM DOS HONORATOS,1,0,34.0,0.0,0
2025-06,BENFICA,3,0,29.5,0.0,0
2025-06,BETÂNIA,1,0,0.0,0.0,0
2025-06,BEZERRA E SOUSA,1,1,7.0,0.0,0
2025-06,BEZERRA E SOUZA,1,0,42.0,0.0,0
2025-06,BICA,1,0,0.0,0.0,0
2025-06,BOA ESPERANÇA,2,1,0.0,0.0,0
2025-06,BOA VISTA,5,0,124.0,0.0,0
2025-06,BOCA DO POÇO,1,0,2.2,0.0,0
2025-06,"BOLA BRANCA, SUCESSO",1,0,0.0,0.0,0
2025-06,BOM JARDIM,4,1,373.0,0.0,0
2025-06,BOM PRINCIPIO,1,0,0.0,0.0,0
2025-06,BOM PRINCÍPIO,1,0,513.0,0.0,0
2025-06,BOM SUCESSO,2,0,116.0,0.0,0
2025-06,BONSUCESSO,4,0,287.0,0.0,0
2025-06,BRASÍLIA,1,0,27.5,1689.35,0
2025-06,BURITI,1,0,381.0,130.0,0
2025-06,C 2,1,0,0.0,0.0,0
2025-06,CABRA MORTA,1,1,0.0,0.0,0
2025-06,CACHOEIRA,1,1,0.0,0.0,0
2025-06,CACIMBAS,1,1,0.0,0.0,1
2025-06,CAFUT,1,0,1.2,0.0,0
2025-06,CAIS DO PORTO,3,1,117.0,290.0,0
2025-06,CAIÇARA,1,0,0.0,0.0,0
2025-06,CAJAZEIRAS,1,1,0.0,0.0,0
2025-06,CAJUEIRO,1,0,0.0,0.0,0
2025-06,CAJUEIROS,1,0,83.0,0.0,0
2025-06,CAMBEBA,1,0,0.0,0.0,0
2025-06,CAMPO ALEGRE,2,0,0.0,0.0,0
2025-06,CAMPO DE AVIAÇÃO,1,0,5.0,328.75,0
2025-06,CAMPO GRANDE,1,0,101.0,0.0,0
2025-06,CAMPO VELHO,2,0,6.0,20.0,0
2025-06,CANINDEZINHO,10,3,245.0,44.0,0
2025-06,CANOA QUEBRADA,1,0,72.0,23.45,0
2025-06,CAPEBA,1,0,24.93,380.0,0
2025-06,CAPIM DE ROÇA,1,0,0.0,0.0,0
2025-06,CAPONGA,3,0,20.7,133.0,0
2025-06,CARAPEBAS,1,0,38.0,0.0,0
2025-06,CARAÚBAS,1,0,0.0,0.0,0
2025-06,CARIOCA,1,0,8.0,0.0,0
2025-06,CARLITO PAMPLONA,6,1,48.0,129.0,0
2025-06,CARMELÓPOLIS,1,3,0.0,0.0,0
2025-06,CARRAPICHO,1,0,120.0,85.0,0
2025-06,CATOLÉ,1,1,0.0,0.0,0
2025-06,CATOLÉ 3,1,1,0.0,0.0,0
2025-06,CEAC,1,0,233.0,0.0,0
2025-06,CEMOABA,1,1,7.3,0.0,0
2025-06,CENEC,1,1,0.0,0.0,0
2025-06,CENTRO,68,5,1713.3,25004.8,2
2025-06,CENTRO / SANTA TEREZA,1,1,1.2,14.0,0
2025-06,CHAPADINHA,2,0,0.0,0.0,0
2025-06,CHORÓ,1,0,0.0,0.0,0
2025-06,CHÁCARA DA PRAINHA,1,0,37.0,0.0,0
2025-06,CIDADE  ALTA,1,0,0.0,0.0,0
2025-06,CIDADE ALTA,1,0,0.0,0.0,0
2025-06,CIDADE DE DEUS,2,1,0.0,0.0,0
2025-06,CIDADE DOS ANJOS,1,1,0.0,0.0,0
2025-06,CIDADE JARDIM,1,1,0.0,0.0,0
2025-06,CIDADE JARDIM I (CONJUNTO JOSÉ WALTER),1,0,140.0,165.15,0
2025-06,CIDADE JARDIM II,1,0,54.0,0.0,0
2025-06,CIROLÂNDIA,1,0,3.0,0.0,0
2025-06,COAB,1,0,0.0,0.0,0
2025-06,COCOBO,1,0,0.0,0.0,0
2025-06,COHAB,3,0,340.5,10.45,0
2025-06,COHAB 1,1,0,0.0,0.0,0
2025-06,"COIÓ DE CIMA,",1,0,36.0,150.0,0
2025-06,COIÓ DO MEIO,1,2,0.0,0.0,0
2025-06,COLCHETES,1,0,0.0,0.0,0
2025-06,COLÔNIA,1,1,0.0,0.0,0
2025-06,COMUNIDADE DE RAMA,1,0,0.0,0.0,0
2025-06,CONDOMINIO MORADAS,1,0,0.0,0.0,0
2025-06,CONDOMÍNIO ORGULHO DO CEARÁ,1,1,0.0,0.0,0
2025-06,CONJUNTO EL DOURADO,1,1,0.0,0.0,0
2025-06,CONJUNTO ESPERENÇA,1,0,2235.0,6636.0,0
2025-06,CONJUNTO INDUSTRIAL,1,1,3.0,0.0,0
2025-06,CONJUNTO METROPOLITANO,1,0,0.0,0.0,0
2025-06,CONJUNTO NOVA ESPERANÇA,2,0,41.7,673.0,0
2025-06,CONJUNTO PALMEIRAS,2,1,69.0,0.0,0
2025-06,CONJUNTO SÃO DOMINGOS,1,0,0.0,0.0,1
2025-06,COQUEIRINHO,1,0,80.3,0.0,0
2025-06,CORAÇÃO DE JESUS,1,0,12.9,36.0,0
2025-06,CORREGO MOURÃO,1,1,2.63,12.0,0
2025-06,CRISTO REDENTOR,3,0,35.6,0.0,0
2025-06,CRUZEIRO,3,2,151.0,0.0,0
2025-06,CRUZEIRO DO BRANDÃO,1,1,0.0,0.0,0
2025-06,CURIÓ,1,0,0.0,0.0,0
2025-06,CÓRREGO,2,1,32.0,0.0,0
2025-06,DAMAS,1,0,0.0,0.0,0
2025-06,DISTRITO DE BIXOPA,1,0,0.0,0.0,0
2025-06,DNER,2,1,0.0,470.0,0
2025-06,DOIS DE AGOSTO,1,0,0.0,0.0,0
2025-06,DOM EXPEDITO,1,0,0.0,0.0,0
2025-06,EDMUNDO RODRIGUES,1,0,0.0,0.0,0
2025-06,EDSON QUEIROZ,3,0,0.0,0.0,0
2025-06,ESMERINO GOMES,1,0,0.0,0.0,0
2025-06,ESPLANADA,1,0,0.0,0.0,0
2025-06,ESTAÇÃO,1,0,0.0,0.0,0
2025-06,ESTRADA,2,0,0.0,0.0,0
2025-06,ESTRADA DO FIO,1,0,108.0,0.0,0
2025-06,ESTRADA PARA VÍDEO,1,0,25.0,127.0,0
2025-06,EXPECTATIVA,1,0,0.0,0.0,0
2025-06,FARIAS BRITO,1,0,0.0,0.0,0
2025-06,FERROS,2,1,8.0,255.0,0
2025-06,FLORES,1,0,0.0,0.0,0
2025-06,FLORESTA,4,1,0.0,0.0,0
2025-06,FRECHEIRAS,1,0,0.0,0.0,0
2025-06,FREI DAMIÃO,1,6,160.0,0.0,0
2025-06,FÁTIMA,3,0,546.2,10.0,0
2025-06,FÁTIMA I,1,3,0.0,0.0,0
2025-06,GAIPÓ,1,0,0.0,0.0,0
2025-06,GENIBAU,1,0,0.0,86.0,0
2025-06,GENIBAÚ,2,0,25.0,120.0,0
2025-06,GENIPAPEIRO,1,0,0.0,0.0,0
2025-06,GRANJA LISBOA,2,0,0.0,0.0,0
2025-06,GRANJA PORTUGAL,1,0,36.0,252.0,0
2025-06,GUABIRABA,1,0,0.0,0.0,0
2025-06,GUAJIRU,1,0,0.0,145.0,0
2025-06,GUANACÉS,1,0,0.0,0.0,0
2025-06,GUARARAPES,1,0,0.0,0.0,0
2025-06,GURITA,2,0,86.0,0.0,0
2025-06,HENRIQUE JORGE,2,0,0.0,0.0,0
2025-06,HORTO,1,1,0.0,100.0,0
2025-06,INDUSTRIAL,1,1,0.0,22.5,0
2025-06,IPERUY,1,0,0.0,0.0,0
2025-06,IPUEIRAS,1,1,0.0,0.0,0
2025-06,IRATINGA,1,0,302.0,28.0,0
2025-06,ITAPERI,1,0,0.0,0.0,0
2025-06,JABUTI,1,1,205.0,0.0,0
2025-06,JACARECOARA,1,0,2.2,19.0,0
2025-06,JACUNDA,1,0,0.0,0.0,0
2025-06,JAGUARIBE,1,0,0.0,0.0,0
2025-06,JANGURUSSU,5,1,176.0,652.05,0
2025-06,JARDIM AMÉRICA,2,0,0.0,0.0,0
2025-06,JARDIM BANDEIRANTE,1,0,0.0,0.0,0
2025-06,JARDIM BANDEIRANTES,3,1,0.0,0.0,0
2025-06,JARDIM DAS OLIVEIRAS,1,1,0.0,0.0,0
2025-06,JARDIM FLUMINENSE,1,2,0.0,0.0,0
2025-06,JARDIM GONZAGA E FREI DAMIÃO,1,0,0.0,0.0,0
2025-06,JARDIM IRACEMA,1,0,105.0,0.0,0
2025-06,JARDIM OSASIS,1,0,0.0,0.0,0
2025-06,JARDIM OÁSIS,1,0,0.0,0.0,0
2025-06,JARDIM PRIMAVERA,1,0,0.0,0.0,0
2025-06,JARI,3,3,0.0,0.0,0
2025-06,JATOBÁ II,1,0,50.0,0.0,0
2025-06,JENIPAPEIRO,1,0,0.0,0.0,0
2025-06,JEREISSATI 2,1,0,0.0,0.0,0
2025-06,JEREISSATI I,1,0,0.0,0.0,0
2025-06,JEREISSATI II,1,0,0.0,0.0,0
2025-06,JEREISSATI III,1,0,0.0,0.0,0
2025-06,JESUÍTAS,1,0,0.0,0.0,0
2025-06,JOSE WALTER,1,0,34.0,50.0,0
2025-06,JOSÉ BONIFÁCIO,1,1,0.0,0.0,0
2025-06,JOSÉ DE ALENCAR,1,0,0.5,0.0,0
2025-06,JOSÉ WALTER,5,0,133.0,0.0,0
2025-06,JOSÉ ÓZIMO,1,0,0.0,0.0,0
2025-06,JOVINÃO,1,0,48.0,0.0,0
2025-06,JOÃO PAULO 2,1,1,0.0,0.0,1
2025-06,JOÃO PAULO II,5,3,60.6,1251.4,0
2025-06,JUAZEIRO,1,0,203.0,0.0,0
2025-06,JUREMA,1,0,0.0,0.0,0
2025-06,JUREMAL,1,0,0.0,0.0,0
2025-06,KM 10,1,0,145000.0,75.55,0
2025-06,LADEIRA,3,1,16.3,0.0,0
2025-06,LAGOA DO RAMO,1,0,0.0,0.0,0
2025-06,LAGOA DO TIGRE NORTE,1,1,6.5,0.0,0
2025-06,LAGOA PARK,1,0,0.0,0.0,0
2025-06,LAGOINHA,3,0,0.0,0.0,0
2025-06,LARGES,1,0,176.0,0.0,0
2025-06,LOTEAMENTO BOA VIZINHANÇA,1,0,0.0,0.0,0
2025-06,LUCIANO CAVALCANTE,1,0,0.0,0.0,0
2025-06,MACHUCA,1,1,136.2,0.0,0
2025-06,MADUREIRA,1,1,0.0,0.0,0
2025-06,MALEITAS,1,0,0.0,0.0,0
2025-06,MAMOEIRO,1,1,40.0,0.0,1
2025-06,MANDUCA PENTEADO,1,0,31.0,0.0,0
2025-06,MARAPONGA,1,1,0.0,0.0,0
2025-06,MARECHAL RONDON,1,0,64.0,38.0,0
2025-06,MARMORÉ,1,0,0.0,0.0,0
2025-06,MATA DOS LIMAS,1,0,0.0,0.0,0
2025-06,MESSEJANA,2,1,0.0,0.0,0
2025-06,METROPOLE SUL,1,1,85.0,0.0,0
2025-06,METRÓPOLE,1,0,0.0,0.0,0
2025-06,METRÓPOLE SUL,1,0,16.0,0.0,0
2025-06,METRÓPOLE V,1,0,0.0,0.0,0
2025-06,MIRANTE DA SERRA,1,0,0.0,0.0,0
2025-06,MONDUBIM,4,0,126.9,23.6,0
2025-06,MONGUBA,1,2,0.0,0.0,0
2025-06,MONSENHOR OTÁVIO,1,0,0.0,0.0,0
2025-06,MONTE ALEGRE,1,2,19.1,0.0,1
2025-06,MONTE CASTELO,2,0,0.0,0.0,0
2025-06,MONTEIRO DE MORAIS,1,1,10.2,429.0,0
2025-06,"MORADA DOS VENTOS 3,",1,0,36.0,0.0,0
2025-06,MORORÓ,1,0,0.0,0.0,0
2025-06,MORRO DOURADO,1,0,0.0,27.0,0
2025-06,MOURA BRASIL,2,0,0.0,0.0,0
2025-06,MUCURIPE,1,0,0.0,0.0,0
2025-06,MULTIRÃO,1,0,145.0,0.0,0
2025-06,MUMBABA DE BAIXO,2,0,16.0,21.0,0
2025-06,MUNGUBAS,1,0,0.0,0.0,0
2025-06,MURITI,2,0,0.0,0.0,0
2025-06,MURITI DOS CARLOS,1,0,2.0,0.0,0
2025-06,MUSSUM,1,0,0.0,0.0,0
2025-06,MUTIRÃO,2,0,37.0,75.0,0
2025-06,NARANIÚ,1,6,0.0,0.0,0
2025-06,NOSSA SENHORA DAS GRAÇAS,1,1,90.0,0.0,0
2025-06,NOSSA SENHORA DE FÁTIMA,6,1,450.7,417.0,0
2025-06,NOVA ACOPIARA,1,0,29.0,300.0,0
2025-06,NOVA ALDEOTA,1,1,6.7,0.0,0
2025-06,NOVA PACATUBA,4,1,819.0,141.0,0
2025-06,NOVO MONDUBIM,1,0,0.0,0.0,0
2025-06,OLAVO OLIVEIRA,1,0,0.0,0.0,0
2025-06,OLINDA,1,0,2.0,50.0,0
2025-06,ORGULHO DO CEARÁ,1,1,0.0,0.0,0
2025-06,OUTRA BANDA,1,0,0.0,0.0,0
2025-06,PADRE ANDRADE,2,0,34.0,420.05,0
2025-06,PADRE JÚLIO MARIA,1,0,0.0,0.0,0
2025-06,PAJEÚ,1,2,0.0,0.0,0
2025-06,PAJUÇARA,2,0,0.0,0.0,0
2025-06,PALESTINA,2,1,419.1,1918.0,0
2025-06,PALMEIRA,1,1,0.0,150.0,0
2025-06,PALMIRA,1,1,0.0,0.0,0
2025-06,PANAMERICANO,1,0,62.0,270.0,0
2025-06,PANTANAL,1,0,0.0,0.0,0
2025-06,PAPICU,2,0,27.0,82.0,0
2025-06,PARADA,4,0,205.0,0.0,0
2025-06,PARAJURU,2,1,204.8,0.0,0
2025-06,PARANGABA,3,4,0.0,0.0,0
2025-06,PARAÍSO,1,0,0.0,0.0,0
2025-06,PARAÍSO DAS FLORES,1,0,0.0,0.0,0
2025-06,PARQUE ITAPOÃ,1,1,0.0,0.0,0
2025-06,PARQUE JERUSALÉM,1,1,0.0,0.0,0
2025-06,PARQUE JUAREZ QUEIRÓZ,1,0,0.0,0.0,0
2025-06,PARQUE LEBLON,1,0,0.0,0.0,0
2025-06,PARQUE SANTA ROSA,2,1,19.0,80.0,0
2025-06,PARQUE SANTO ANTÔNIO,1,1,0.0,0.0,0
2025-06,PARQUE SILVANA,1,0,0.0,0.0,0
2025-06,PARQUE SILVANA II,1,0,64.0,0.0,0
2025-06,PARQUE SÃO JOSÉ,3,0,113.0,0.0,0
2025-06,PARQUE TIJUCA,2,1,0.0,0.0,0
2025-06,PASSAGEM,1,1,0.0,0.0,0
2025-06,PATRIARCA,2,1,0.0,0.0,0
2025-06,PAVUNA,2,0,14.0,0.0,0
2025-06,PECÉM,2,0,109.0,50.0,0
2025-06,PEDRA BRANCA,1,1,1353.0,215.0,0
2025-06,PEDRINHAS,3,0,7.0,360.0,0
2025-06,PEREIROS,2,0,218.8,24.0,0
2025-06,PERNAMBUQUINHO,2,0,15.0,100.0,0
2025-06,PICI,4,1,1109.0,98.0,0
2025-06,PICUÍ,1,1,0.0,0.0,0
2025-06,PINDOBA LOTEAMENTO VILAGE,1,1,5.0,87.0,0
2025-06,PINHOS,1,0,0.0,0.0,0
2025-06,PIRAJÁ,1,0,0.0,0.0,0
2025-06,PIRAMBU,4,0,107.0,0.0,0
2025-06,PLANALTO,1,0,0.0,0.0,0
2025-06,PLANALTO AIRTON SENNA,2,1,3.0,100.0,0
2025-06,PLANALTO AYRTON SENA,1,0,0.0,0.0,0
2025-06,PLANALTO BENJAMIN,1,0,9.0,0.0,0
2025-06,PLANALTO DA GALILÉIA,2,2,143.0,0.0,0
2025-06,PLANALTO HORIZONTE,1,0,294.0,0.0,0
2025-06,PLANALTO PICI,1,0,4380.0,0.0,0
2025-06,POMPEIA,1,0,0.0,0.0,0
2025-06,PONTA D’ÁGUA,1,1,0.0,0.0,1
2025-06,PONTAL MACEIO,1,1,0.0,0.0,0
2025-06,POSTO AGRÍCOLA,1,1,0.0,0.0,0
2025-06,POTIRA,2,0,165.3,0.0,0
2025-06,PRAIA DE REDONDA,1,0,0.0,0.0,0
2025-06,PRAIA REDONDA,1,0,309.0,0.0,0
2025-06,PRATIUS I,1,0,0.0,0.0,0
2025-06,PRESIDENTE KENNED,1,0,1.5,52.0,0
2025-06,PRESIDENTE VARGAS,2,0,8.0,41.0,0
2025-06,PROURB,1,0,0.0,0.0,0
2025-06,PUTIÚ,2,0,0.0,0.0,0
2025-06,PÉCEM,1,0,196.0,0.0,0
2025-06,QUINTINO CUNHA,1,0,0.0,0.0,0
2025-06,RECANTO 1,1,3,5230.0,0.0,0
2025-06,RENASCER,1,1,32.0,0.0,0
2025-06,RENATOP PARENTE,1,0,2.3,334.0,0
2025-06,RENÉ LUCENA,1,0,0.0,65.0,0
2025-06,REPARTIDOR,1,1,4.4,14.0,0
2025-06,"RESIDENCIAL CHICO ALMEIDA, IMACULADA CONCEIÇÃO",1,1,0.0,0.0,0
2025-06,RIBEIRA,1,0,0.0,0.0,0
2025-06,RIO NOVO,1,0,0.0,0.0,0
2025-06,RODAGEM DO LAGO,1,0,26.98,10.0,0
2025-06,RODOLFO TEÓFILO,5,0,57.0,800.0,0
2025-06,RODOLTO TEÓFILO,1,0,10.8,0.0,0
2025-06,RONDON,1,0,195.0,18.0,0
2025-06,SAGUI,1,0,286.0,335.0,0
2025-06,SALGADINHO,1,0,0.0,0.0,0
2025-06,SANTA CRUZ DO BANABUIÚ,1,1,1029.0,642.0,0
2025-06,SANTA INÊS,1,0,9.0,731.0,0
2025-06,SANTA LUIZA,1,0,0.0,0.0,0
2025-06,SANTA MARIA,1,0,0.0,0.0,0
2025-06,SANTA RITA,2,0,0.0,0.0,0
2025-06,SANTA TEREZA,3,0,0.0,0.0,1
2025-06,SANTO ANTÔNIO,2,0,0.0,0.0,0
2025-06,SANTO SÁTIRO,1,0,0.0,0.0,0
2025-06,SAPIRANGA,2,1,0.0,139.0,0
2025-06,SEGUNDA ETAPA,1,0,59.0,40.0,0
2025-06,SEM TERRA,1,0,25.0,0.0,0
2025-06,SEMINÁRIO,1,1,0.0,0.0,0
2025-06,SERRA DO MAR,1,0,0.0,0.0,0
2025-06,SERRINHA,1,0,0.0,0.0,0
2025-06,SIQUEIRA,1,0,0.0,0.0,0
2025-06,SIUPE,1,0,80.0,0.0,0
2025-06,SIUPÉ,1,0,20.0,0.0,0
2025-06,SOROROCA,1,0,0.0,0.0,0
2025-06,SUMARÉ,1,0,0.0,0.0,0
2025-06,SWAT,1,0,25.0,142.0,0
2025-06,SÃO DOMINGOS,1,1,0.0,0.0,0
2025-06,SÃO FRANCISCO 2,1,0,0.0,0.0,0
2025-06,SÃO GERALDO,1,0,0.0,0.0,0
2025-06,SÃO GERARDO,3,0,6.5,0.0,0
2025-06,SÃO JOSÉ,2,0,28.0,589.0,0
2025-06,SÃO JOSÉ DA MACAOCA,1,1,0.0,0.0,0
2025-06,SÃO LUIZ,1,0,16.3,0.0,0
2025-06,SÃO MIGUEL,3,4,46.0,61.6,0
2025-06,SÃO PEDRO,3,4,72.2,2094.0,1
2025-06,SÃO VICENTE,1,0,0.0,0.0,0
2025-06,SÍTIO,1,0,0.0,0.0,0
2025-06,SÍTIO BOA FÉ,1,1,0.0,15.0,0
2025-06,SÍTIO ELDORADO,1,0,0.0,0.0,0
2025-06,SÍTIO ESCONDIDO,1,0,0.0,0.0,0
2025-06,SÍTIO JARDIM SÃO JOSÉ,1,2,0.0,0.0,0
2025-06,SÍTIO QUEIMADAS,1,0,3314.0,0.0,0
2025-06,SÍTIO SÃO JOSÉ,1,0,0.0,0.0,0
2025-06,TABUBA,1,0,0.0,0.0,0
2025-06,TABULEIRO DO CATA-VENTO,1,1,0.0,0.0,0
2025-06,TABULEIRO DO CATAVENTO,2,1,11.6,0.0,1
2025-06,TAIBA,1,0,29.0,7.75,0
2025-06,TAMARINDO / CENTRO,1,0,94.0,0.0,0
2025-06,TAPERUABA,1,1,110.0,0.0,0
2025-06,TERRENOS NOVOS,1,0,0.0,0.0,0
2025-06,TIMBAÚBA DOS MARINHEIROS,1,0,84.0,0.0,0
2025-06,TORRÕES,1,0,1385.0,0.0,0
2025-06,TRECHO TAUA,1,0,0.0,0.0,0
2025-06,TRIÂNGULO,2,1,0.0,0.0,0
2025-06,UNKNOWN,1,0,0.0,0.0,0
2025-06,URUCUNEMA,2,0,20.0,0.0,0
2025-06,VARJOTA,1,0,11.0,76.5,0
2025-06,VARZEA ALEGRE,1,0,9.0,0.0,0
2025-06,VAZIA DO CANTO,1,1,21.0,0.0,0
2025-06,VENÂNCIOS,1,0,3.0,163.75,0
2025-06,VICENTE PINZON,6,1,415.0,63.0,1
2025-06,VILA DA PREFEITURA,1,0,1.6,0.0,0
2025-06,VILA DO PADRE,1,0,25.1,155.0,0
2025-06,VILA HOLANDA,1,1,0.0,0.0,0
2025-06,VILA HOLYWOOD,1,0,330.0,113.0,0
2025-06,VILA JOSÉ MENDES,2,0,32.0,0.0,1
2025-06,VILA LOBO,1,0,0.0,0.0,0
2025-06,VILA MANUEL SÁTIRO,1,0,39.0,0.0,0
2025-06,VILA MOURA,2,1,489.0,459.0,0
2025-06,VILA NEUMA,3,0,171.9,1981.35,0
2025-06,VILA NOVA,1,0,23.0,237.45,0
2025-06,VILA PALMEIRAS,1,0,0.0,0.0,0
2025-06,VILA PERI,1,0,675.0,0.0,0
2025-06,VILA PERY,1,0,0.0,0.0,0
2025-06,VILA SÃO PEDRO,1,0,0.0,0.0,0
2025-06,"VILA SÃO PEDRO,",1,0,0.0,0.0,0
2025-06,VILA UNIÃO,1,1,0.0,12479.0,0
2025-06,VILA VELHA,4,2,0.0,0.0,0
2025-06,VILA XEXEU,1,0,0.0,0.0,0
2025-06,VIOLETE,1,0,10.0,0.0,0
2025-06,VÁRZEA ALEGRE,1,0,0.0,0.0,0
2025-06,YPIRANGA,2,5,2.0,0.0,0
2025-06,ZEZINHO COSTA,1,0,0.0,0.0,0
2025-06,ZONA RURAL,70,57,25046.0,536.0,4
2025-06,ZONA URBANA,1,0,0.0,0.0,0
2025-06,ÁGUA VERDE,2,2,1.0,0.0,0
2025-06,ÁGUAS BELAS,1,0,16.0,0.0,0
2025-06,ÁLVARO WEYNE,2,1,16.0,0.0,0
2025-06,ÁREA VERDE,1,1,0.0,0.0,0
2025-06,ÉDSON QUEIROZ,1,0,0.0,0.0,0
2025-07,-,8,6,11.0,0.0,0
2025-07,2ª ETAPA,1,0,0.0,0.0,0
2025-07,AEROPORTO,1,0,0.0,0.0,0
2025-07,AIRTON SENNA,1,1,0.0,0.0,0
2025-07,ALDEIA PARK,1,1,0.0,0.0,0
2025-07,ALMOFALA,1,1,1355.0,155.0,0
2025-07,ALTO,1,0,0.0,20.0,0
2025-07,ALTO ALEGRE,2,0,2364.0,0.0,0
2025-07,ALTO BOM JESUS,2,0,0.0,0.0,0
2025-07,ALTO DA ALEGRIA,1,1,27.3,1160.0,0
2025-07,ALTO DA BOA VISTA,3,1,18.7,0.0,0
2025-07,ALTO DA CRUZ,1,0,3.9,68.0,0
2025-07,ALTO DA LIBERDADE,1,3,0.0,0.0,0
2025-07,ALTO DA VITÓRIA,1,1,0.0,0.0,0
2025-07,ALTO DO CRISTO,1,0,0.0,0.0,1
2025-07,ALTO DO JUCÁ,1,0,0.08,0.0,0
2025-07,ALTO DO MOTOR,1,0,11.0,167.0,0
2025-07,ALTO LINDO,1,0,0.0,0.0,0
2025-07,ALTO LUMINOSO,1,0,0.0,215.05,0
