cidade,bairro,hour,count
Nova Russas,Nova Betânia,14,1
Nova Russas,Nova Betânia,17,1
Nova Russas,Pantanal,0,1
Nova Russas,Pantanal,4,1
Nova Russas,Pantanal,14,1
Nova Russas,Progresso,2,1
Nova Russas,Progresso,14,1
Nova Russas,Sagrado Coração De Jesus,0,1
Nova Russas,Sagrado Coração de Jesus,23,1
Nova Russas,Subestação,0,1
Nova Russas,São Fancisco,0,1
Nova Russas,São Francisco,1,1
Nova Russas,São Francisco,4,2
Nova Russas,São Francisco,16,1
Nova Russas,São Francisco,19,2
Nova Russas,São Francisco,21,1
Nova Russas,Tamarindo,11,1
Nova Russas,Tamarindo,15,1
Nova Russas,Tamarindo,20,1
Nova Russas,Tamarindo,23,1
Nova Russas,Timbauba,15,1
Nova Russas,Timbaúba,22,1
Nova Russas,Timbaúba,23,1
Nova Russas,Universidade,20,1
Nova Russas,Universidade,21,1
Nova Russas,Virador,23,1
Nova Russas,Viradouro,2,1
Nova Russas,Zona Rural,0,2
Nova Russas,Zona Rural,2,2
Nova Russas,Zona Rural,3,2
Nova Russas,Zona Rural,7,1
Nova Russas,Zona Rural,9,1
Nova Russas,Zona Rural,10,1
Nova Russas,Zona Rural,11,1
Nova Russas,Zona Rural,14,2
Nova Russas,Zona Rural,15,4
Nova Russas,Zona Rural,16,6
Nova Russas,Zona Rural,17,2
Nova Russas,Zona Rural,19,3
Nova Russas,Zona Rural,20,1
Nova Russas,Zona Rural,22,2
Nova Russas,Zona Rural,23,2
Nova Russas,"Zona Rural, s/A",22,1
Novo Oriente,", Lago Tigre Norte",21,1
Novo Oriente,-,15,1
Novo Oriente,Alto da Colina,16,1
Novo Oriente,Antero,15,1
Novo Oriente,Açude Novo Oriente,6,1
Novo Oriente,Açude Oriente II,5,1
Novo Oriente,Centro,0,1
Novo Oriente,Centro,1,3
Novo Oriente,Centro,2,1
Novo Oriente,Centro,10,1
Novo Oriente,Centro,12,2
Novo Oriente,Centro,13,2
Novo Oriente,Centro,14,2
Novo Oriente,Centro,15,1
Novo Oriente,Centro,17,1
Novo Oriente,Centro,19,1
Novo Oriente,Centro,20,1
Novo Oriente,Centro,22,1
Novo Oriente,Centro,23,3
Novo Oriente,Colina,15,1
Novo Oriente,Conjunto Otavio Leite Lustosa,18,1
Novo Oriente,Conjunto Otávio Leite,13,1
Novo Oriente,Conjunto Otávio Leite,19,1
Novo Oriente,Conjunto Otávio Leite,20,1
Novo Oriente,Conjunto Otávio Leite,23,1
Novo Oriente,Lagoa,2,1
Novo Oriente,Lagoa Tigre Do Sul,20,1
Novo Oriente,Lagoa Tigre Sul,0,1
Novo Oriente,Lagoinha,9,1
Novo Oriente,Padre Joviniano,0,1
Novo Oriente,Padre Joviniano,2,1
Novo Oriente,Padre Joviniano,17,1
Novo Oriente,Padre Joviniano,22,1
Novo Oriente,Trecho Crateús,17,1
Novo Oriente,Trecho Tauá,16,1
Novo Oriente,Vicente Rodrigues Vieira,6,1
Novo Oriente,Vila Feliz,21,2
Novo Oriente,Zona Rural,1,1
Novo Oriente,Zona Rural,10,1
Novo Oriente,Zona Rural,11,1
Novo Oriente,Zona Rural,12,2
Novo Oriente,Zona Rural,14,1
Novo Oriente,Zona Rural,16,1
Novo Oriente,Zona Rural,21,1
Novo Oriente,Zona Rural,23,1
Ocara,Cristais- Vila Quincas,14,1
Ocara,Croatá,11,1
Ocara,Oitentas,11,1
Ocara,Placas do Zé Pereira,23,1
Ocara,Sereno,16,1
Ocara,Zona Rural,13,1
Ocara,Zona Rural,15,1
Orós,Bairro São Geraldo,3,1
Orós,Centro,1,1
Orós,Centro,2,1
Orós,Centro,21,1
Orós,Localidade de Igaroí,15,1
Orós,Santarém,17,1
Orós,São Geraldo,12,1
Orós,São José,3,1
Orós,Sítio Cabeça de Nego,2,1
Orós,Vila Guassussê,13,1
Orós,Zona Rural,16,1
Pacajus,Aldeia,0,1
Pacajus,Aldeia,14,1
Pacajus,Aldeia,16,1
Pacajus,Aldeia,17,1
Pacajus,Aldeia,21,1
Pacajus,Aldeia Park,0,2
Pacajus,Aldeia Park,1,1
Pacajus,Aldeia Park,3,1
Pacajus,Aldeia Park,4,1
Pacajus,Aldeia Park,11,1
Pacajus,Aldeia Park,13,1
Pacajus,Aldeia Park,15,1
Pacajus,Aldeia Park,22,2
Pacajus,Aldeia Park,23,1
Pacajus,Aldeia Parque,0,1
Pacajus,Aldeia Parque,4,1
Pacajus,Aldeia Parque,14,1
Pacajus,Aldeia Parque,17,1
Pacajus,Aldeia Parque 2,13,1
Pacajus,Alta da Boa Vista,15,1
Pacajus,Alto Vermelho,17,1
Pacajus,Alto da Boa Vista,4,1
Pacajus,Alto da Boa Vista,10,1
Pacajus,Alto da Boa Vista,14,1
Pacajus,Alto da Boa Vista,15,1
Pacajus,Alto da Boa Vista,16,1
Pacajus,Açdeia,19,1
Pacajus,Bangue,21,1
Pacajus,Bangue,22,1
Pacajus,Bangue 2,18,1
Pacajus,Bangue I,0,1
Pacajus,Bangue I,12,1
Pacajus,Bangue II,19,1
Pacajus,Banguê,16,1
Pacajus,Banguê,23,1
Pacajus,Banguê 1,1,1
Pacajus,Banguê 1,16,1
Pacajus,Banguê 1,20,1
Pacajus,Banguê 1,23,1
Pacajus,Banguê 2,6,1
Pacajus,Banguê I,16,2
Pacajus,Banguê I,22,1
Pacajus,Banguê I,23,3
Pacajus,Buriti,0,1
Pacajus,Buriti,1,1
Pacajus,Buriti,2,1
Pacajus,Buriti,13,1
Pacajus,Buriti,15,1
Pacajus,Buriti,16,1
Pacajus,Buriti,17,1
Pacajus,Buriti,18,1
Pacajus,Buriti,19,4
Pacajus,Buriti,20,2
Pacajus,Buriti,21,1
Pacajus,Buriti,22,3
Pacajus,Buriti,23,2
Pacajus,Buriti Dos Esmeros,1,1
Pacajus,Buriti Dos Esmeros,17,1
Pacajus,Buriti dos Esmeros,2,1
Pacajus,Buriti dos Esmeros,18,1
Pacajus,Buriti dos Esmeros,19,1
Pacajus,Cavalaria,21,2
Pacajus,Centro,0,1
Pacajus,Centro,1,1
Pacajus,Centro,2,2
Pacajus,Centro,4,1
Pacajus,Centro,5,2
Pacajus,Centro,10,2
Pacajus,Centro,12,1
Pacajus,Centro,15,1
Pacajus,Centro,16,3
Pacajus,Centro,19,1
Pacajus,Centro,21,3
Pacajus,Centro,22,2
Pacajus,Cipó,14,1
Pacajus,Cipó,15,1
Pacajus,Coaçu,0,2
Pacajus,Coaçu,1,3
Pacajus,Coaçu,2,2
Pacajus,Coaçu,4,1
Pacajus,Coaçu,6,1
Pacajus,Coaçu,13,1
Pacajus,Coaçu,14,1
Pacajus,Coaçu,15,1
Pacajus,Coaçu,17,1
Pacajus,Coaçu,18,2
Pacajus,Coaçu,20,3
Pacajus,Coaçu,21,2
Pacajus,Coaçu,22,2
Pacajus,Coaçu,23,1
Pacajus,"Cohab,, Dedê Gama",14,1
Pacajus,Croata,17,1
Pacajus,Croata 1,18,1
Pacajus,Croata 1,23,1
Pacajus,Croata 2,10,1
Pacajus,Croata 2,13,1
Pacajus,Croata 2,14,1
Pacajus,Croata 2,15,1
Pacajus,Croata 2,17,2
Pacajus,Croata 2,22,1
Pacajus,Croata I,0,1
Pacajus,Croata II,21,1
Pacajus,Croata II,23,1
Pacajus,Croatá,14,1
Pacajus,Croatá,20,2
Pacajus,Croatá,23,2
Pacajus,Croatá 1,6,1
Pacajus,Croatá 1,23,1
Pacajus,Croatá 2,14,1
Pacajus,Croatá I,1,1
Pacajus,Croatá II,0,1
Pacajus,Cruz das Almas,11,1
Pacajus,Cruz das Almas,12,1
Pacajus,Cruz das almas,21,1
Pacajus,Cumaru,16,1
Pacajus,Cumaru,21,1
Pacajus,Dede Gama,17,1
Pacajus,Dede Gama,21,1
Pacajus,Dedé Gama,22,1
Pacajus,Dedé Gama,23,1
Pacajus,Dedé Gana,12,1
Pacajus,Formoso,20,1
Pacajus,Itaibapa,23,1
Pacajus,Itaipaba,8,1
Pacajus,Lagoa Seca,0,1
Pacajus,Lagoa Seca,2,1
Pacajus,Lagoa Seca,11,2
Pacajus,Lagoa Seca,13,1
Pacajus,Lagoa Seca,19,2
Pacajus,Lagoa Seca,20,1
Pacajus,Lagoa Seca,22,1
Pacajus,Limoeiro,15,1
Pacajus,Limoeiro,19,1
Pacajus,Limoeiro,20,1
Pacajus,Lixão de Pacajus,16,1
Pacajus,Mangabeira,14,1
Pacajus,Mangabeira,17,2
Pacajus,Mangabeira,18,1
Pacajus,Mangabeira,19,1
Pacajus,Mangabeira,22,2
Pacajus,Mulambal,0,1
Pacajus,Mulambal,17,1
Pacajus,Mulambau,1,1
Pacajus,Pajeú,0,2
Pacajus,Pajeú,1,1
Pacajus,Pajeú,11,1
Pacajus,Pajeú,12,1
Pacajus,Pajeú,13,1
Pacajus,Pajeú,15,1
Pacajus,Pajeú,19,1
Pacajus,Pajeú,20,1
Pacajus,Parque Aldeia,20,1
Pacajus,Paulicéia,2,1
Pacajus,Pedra Branca,0,1
Pacajus,Pedra Branca,2,1
Pacajus,Pedra Branca,3,1
Pacajus,Pedra Branca,15,1
Pacajus,Pedra Branca,18,2
Pacajus,Pedra Branca,20,1
Pacajus,Pedra Branca,23,1
Pacajus,Planalto Popular,12,1
Pacajus,Planalto Popular,23,1
Pacajus,Planalto da Paz,20,1
Pacajus,Tucum,7,1
Pacajus,Tucum,15,1
Pacajus,Tucum,16,1
Pacajus,Tucum,20,1
Pacajus,Tucum,23,1
Pacajus,Vila Diogo,15,1
Pacajus,Vila Diogo,16,1
Pacajus,Vila Diogo,23,2
Pacajus,Zona Rural,0,1
Pacajus,Zona Rural,2,1
Pacajus,Zona Rural,7,1
Pacajus,Zona Rural,14,3
Pacajus,Zona Rural,15,1
Pacajus,Zona Rural,18,1
Pacajus,Zona Rural,21,1
Pacajus,Zona Rural,22,1
Pacajus,Zona Rural,23,4
Pacajus,"Zona Rural, Magabeira",18,1
Pacajus,Zona Urbana,3,1
Pacajus,Zonna Rural,12,1
Pacajus,Área Verde,15,2
Pacajus,Área Verde,22,1
Pacatuba,Alto Fechado,15,1
Pacatuba,Alto Fechado,22,1
Pacatuba,Alto São João,0,2
Pacatuba,Alto São João,2,1
Pacatuba,Alto São João,3,1
Pacatuba,Alto São João,5,1
Pacatuba,Alto São João,7,1
Pacatuba,Alto São João,13,1
Pacatuba,Alto São João,14,1
Pacatuba,Alto São João,15,1
Pacatuba,Alto São João,16,2
Pacatuba,Alto São João,19,1
Pacatuba,Alto São João,21,2
Pacatuba,Alto São João,22,1
Pacatuba,Alto da Pavuna,16,1
Pacatuba,Alvorada,0,1
Pacatuba,Alvorada,20,1
Pacatuba,Alvorada,22,1
Pacatuba,Alvorada,23,1
Pacatuba,Boa Esperança,20,1
Pacatuba,Boa Esperança,22,1
Pacatuba,Bom Futuro,23,2
Pacatuba,Campo do Jordão,17,1
Pacatuba,Campos Do Jordão,2,1
Pacatuba,Campos do Jordão,13,1
Pacatuba,Campos do Jordão,15,1
Pacatuba,Carapio,22,1
Pacatuba,Centro,11,1
Pacatuba,Centro,16,1
Pacatuba,Centro,22,1
Pacatuba,Cetref,23,1
Pacatuba,Condominio Orgulho do Ceará,1,1
Pacatuba,Condominio Orgulho do Ceará,16,1
Pacatuba,Condomínio Orgulho do Ceará,21,1
Pacatuba,Conj Habitacional Orgulho do Ceará,20,1
Pacatuba,Forquilha,4,1
Pacatuba,Horto Florestal,1,1
Pacatuba,Jacarezau,17,1
Pacatuba,Jereissate II,0,1
Pacatuba,Jereissati,2,1
Pacatuba,Jereissati,11,1
Pacatuba,Jereissati,19,1
Pacatuba,Jereissati 2,0,1
Pacatuba,Jereissati 2,12,1
Pacatuba,Jereissati 2,17,1
Pacatuba,Jereissati 2,18,1
Pacatuba,Jereissati 3,0,2
Pacatuba,Jereissati 3,1,1
Pacatuba,Jereissati 3,2,1
Pacatuba,Jereissati 3,20,1
Pacatuba,Jereissati 3,22,1
Pacatuba,Jereissati 3,23,1
Pacatuba,Jereissati II,0,1
Pacatuba,Jereissati II,15,1
Pacatuba,Jereissati II,20,1
Pacatuba,Jereissati II,21,1
Pacatuba,Jereissati II,23,2
Pacatuba,Jereissati III,1,1
Pacatuba,Jereissati III,16,1
Pacatuba,Jereissati III,18,1
Pacatuba,Jereissati III,20,1
Pacatuba,Jereissati III,23,1
Pacatuba,Jerreissate III,3,1
Pacatuba,Jerreissati 2,17,1
Pacatuba,Monguba,2,1
Pacatuba,Monguba,16,1
Pacatuba,Monguba,18,1
Pacatuba,Monguba,20,1
Pacatuba,Monguba,21,2
Pacatuba,Muguba,17,1
Pacatuba,Munguba,0,1
Pacatuba,Munguba,14,2
Pacatuba,Nova Canaâ,3,1
Pacatuba,Nova Canaã,0,1
Pacatuba,Nova Guaiúba,23,1
Pacatuba,Nova Pacatuba,0,4
Pacatuba,Nova Pacatuba,1,1
Pacatuba,Nova Pacatuba,3,3
Pacatuba,Nova Pacatuba,4,1
Pacatuba,Nova Pacatuba,7,1
Pacatuba,Nova Pacatuba,11,2
Pacatuba,Nova Pacatuba,12,2
Pacatuba,Nova Pacatuba,13,5
Pacatuba,Nova Pacatuba,14,3
Pacatuba,Nova Pacatuba,15,4
Pacatuba,Nova Pacatuba,16,1
Pacatuba,Nova Pacatuba,19,1
Pacatuba,Nova Pacatuba,20,3
Pacatuba,Nova Pacatuba,21,4
Pacatuba,Nova Pacatuba,23,2
Pacatuba,Novo Timbó,18,1
Pacatuba,Orgulho do Ceará,15,1
Pacatuba,Orgulho do Ceará,16,1
Pacatuba,Orgulho do Ceará,19,1
Pacatuba,Orgulho do Ceará,21,1
Pacatuba,Oruglho do Ceará,22,1
Pacatuba,Parque Aratanha,3,1
Pacatuba,Parque Aratanha,13,1
Pacatuba,Parque Quandu,16,1
Pacatuba,Pavuna,0,2
Pacatuba,Pavuna,1,2
Pacatuba,Pavuna,3,3
Pacatuba,Pavuna,10,1
Pacatuba,Pavuna,11,2
Pacatuba,Pavuna,12,2
Pacatuba,Pavuna,13,3
Pacatuba,Pavuna,14,1
Pacatuba,Pavuna,16,1
Pacatuba,Pavuna,17,1
Pacatuba,Pavuna,20,2
Pacatuba,Pavuna,21,3
Pacatuba,Pavuna,22,3
Pacatuba,Pavuna,23,2
Pacatuba,Planalto Benjamim,0,1
Pacatuba,Planalto Benjamim,2,1
Pacatuba,Planalto Benjamim,19,1
Pacatuba,Planalto Benjamim,20,1
Pacatuba,Planalto Benjamim,22,1
Pacatuba,Planalto Benjamim,23,1
Pacatuba,Planalto Benjamin,20,1
Pacatuba,Quiobal,20,1
Pacatuba,São Bento,6,1
Pacatuba,São Bento,18,1
Pacatuba,São Bento,23,1
Pacatuba,São Luiz,16,1
Pacatuba,São Luiz,19,1
Pacatuba,São Luís,5,1
Pacatuba,Timbozinho,14,1
Pacatuba,Timbózinho,21,1
Pacatuba,Zona Rural,1,1
Pacatuba,Zona Rural,2,1
Pacoti,Alta da Matança,1,1
Pacoti,Centro,22,1
Pacoti,Centro,23,1
Pacoti,Conjunto Planalto,1,1
Pacoti,Conjunto Planalto,19,1
Pacoti,Granja,19,1
Pacoti,Localidade de Boa Vista,14,1
Pacoti,Zona Rural,13,1
Pacoti,Zona Rural,17,1
Pacoti,Zona Rural,19,1
Palhano,Zona Rural,16,2
Palhano,Zona Rural,17,2
Paracuru,-,4,1
Paracuru,-,16,1
Paracuru,4 Bocas,2,1
Paracuru,Alagadiço,10,1
Paracuru,Alagadiço,13,1
Paracuru,Alagadiço,15,1
Paracuru,Alagadiço,16,1
Paracuru,Alagadiço,18,1
Paracuru,Alagadiço,20,1
Paracuru,Alagadiço,23,1
Paracuru,Atlântico,9,1
Paracuru,Atlântico,12,1
Paracuru,Atlântico,18,1
Paracuru,Atlântico,19,1
Paracuru,Atlântico,23,1
Paracuru,Barosso,2,1
Paracuru,Boa Esperança,20,1
Paracuru,Boca Do Poço,23,1
Paracuru,Boca do Poço,1,1
Paracuru,Boca do Poço,12,1
Paracuru,Boi Morto,13,1
Paracuru,Boi Morto,14,1
Paracuru,Boi Morto,15,1
Paracuru,Boi Morto,16,1
Paracuru,CCF,2,1
Paracuru,CJ Nova Esperança,23,1
Paracuru,CJ. Nova Esperança,22,1
Paracuru,Cabra Morta,0,1
Paracuru,Cabra Morta,1,1
Paracuru,Cabra Morta,4,1
Paracuru,Cabra Morta,12,1
Paracuru,Cabra Morta,13,1
Paracuru,Cabra Morta,14,1
Paracuru,Cabra Morta,16,1
Paracuru,Cabra Morta,17,1
Paracuru,Cabra Morta,18,1
Paracuru,Campo De Aviação,19,1
Paracuru,Campo De Semente,0,1
Paracuru,Campo De Semente,21,1
Paracuru,Campo Do Semente 2,11,1
Paracuru,Campo Semente,1,1
Paracuru,Campo Semente,5,2
Paracuru,Campo Semente 2,12,1
Paracuru,Campo Semente I,15,1
Paracuru,Campo de Semente,1,1
Paracuru,Campo de Semente,12,1
Paracuru,Campo de Semente 01,11,1
Paracuru,Campo do Cimente,4,1
Paracuru,Campo do Semente,14,1
Paracuru,Campo do Semente I,12,1
Paracuru,Campo do Semente I,18,1
Paracuru,Campos do Semente,3,1
Paracuru,Caneco Amassado,9,1
Paracuru,Carbaúba,12,1
Paracuru,Carlotas,0,2
Paracuru,Carlotas,2,1
Paracuru,Carlotas,3,1
Paracuru,Carlotas,8,1
Paracuru,Carlotas,11,1
Paracuru,Carlotas,12,2
Paracuru,Carlotas,13,1
Paracuru,Carlotas,14,2
Paracuru,Carlotas,16,2
Paracuru,Carlotas,17,3
Paracuru,Carlotas,18,1
Paracuru,Carlotas,19,1
Paracuru,Carlotas,22,1
Paracuru,Carlotas,23,2
Paracuru,Carlotas II,22,1
Paracuru,Carrasco,21,2
Paracuru,Cartolas,17,1
Paracuru,Centro,0,1
Paracuru,Centro,1,1
Paracuru,Centro,2,1
Paracuru,Centro,3,3
Paracuru,Centro,5,1
Paracuru,Centro,6,1
Paracuru,Centro,10,2
Paracuru,Centro,11,1
Paracuru,Centro,12,1
Paracuru,Centro,13,1
Paracuru,Centro,15,3
Paracuru,Centro,16,1
Paracuru,Centro,17,1
Paracuru,Centro,18,2
Paracuru,Centro,19,1
Paracuru,Centro,20,2
Paracuru,Centro,21,1
Paracuru,Centro,22,1
Paracuru,Centro,23,3
Paracuru,Conj. Nova Esperança,0,1
Paracuru,Conjunto Esperança,22,1
Paracuru,Conjunto Esperança Sem Terra,2,1
Paracuru,Conjunto Nova Esperança,0,1
Paracuru,Conjunto Nova Esperança,1,1
Paracuru,Conjunto Nova Esperança,2,2
Paracuru,Conjunto Nova Esperança,3,2
Paracuru,Conjunto Nova Esperança,15,2
Paracuru,Conjunto Nova Esperança,18,2
Paracuru,Conjunto Nova Esperança,19,1
Paracuru,Conjunto Nova Esperança,21,1
Paracuru,Conjunto Nova Esperança (Sem Terra),16,1
Paracuru,Conjunto Nova Esperaça,15,1
Paracuru,Coreia,15,1
Paracuru,Cumbe,1,1
Paracuru,Cumbe,3,1
Paracuru,Flecheiras,4,1
Paracuru,Frexeiras,17,1
Paracuru,Guajiru,13,1
Paracuru,Guajiru,16,1
Paracuru,Guajiru,23,1
Paracuru,Jardim,15,1
Paracuru,Jardim Do Meio,14,1
Paracuru,Jardim do Meio,1,1
Paracuru,Lagoa,2,1
Paracuru,Lagoa,16,1
Paracuru,Lagoa,17,2
Paracuru,Lagoa,21,2
Paracuru,Lagoa,23,3
Paracuru,Localidade Quatro Bocas,23,1
Paracuru,Localidade de Casa de Telha,5,1
Paracuru,Maleita,14,1
Paracuru,Maleitas,0,1
Paracuru,Maleitas,4,1
Paracuru,Maleitas,12,2
Paracuru,Maleitas,17,1
Paracuru,Maleitas,20,1
Paracuru,Maleitas,22,1
Paracuru,Maleitas,23,1
Paracuru,Maletas,2,1
Paracuru,Mocó,10,1
Paracuru,Mocó,15,1
Paracuru,Mocó,20,1
Paracuru,Muriti,0,1
Paracuru,Muriti,3,1
Paracuru,Muriti,4,1
Paracuru,Muriti,13,1
Paracuru,Muriti Dos Carros,18,1
Paracuru,Muriti dos Carros,12,1
Paracuru,Nova Esperança,16,1
Paracuru,Nova Esperança,18,1
Paracuru,Nova Esperança,22,1
Paracuru,Nova Esperança,23,1
Paracuru,Nova Esperaça,17,1
Paracuru,Paracuru 20,14,1
Paracuru,Paracuru Beach,2,2
Paracuru,Paracuru Beach,5,1
Paracuru,Paracuru Beach,12,1
Paracuru,Paracuru Beach,13,1
Paracuru,Paracuru Beach,15,1
Paracuru,Paracuru Beach,19,1
Paracuru,Paracuru Beach,21,1
Paracuru,Piraguara,22,1
Paracuru,Piriquara,1,1
Paracuru,Planalto Da Barra,0,1
Paracuru,Planalto Da Barra,12,1
Paracuru,Planalto da Barra,2,1
Paracuru,Planalto da Barra,12,1
Paracuru,Planalto da Barra,15,1
Paracuru,Planalto da Barra,16,1
Paracuru,Planalto da Barra,17,1
Paracuru,Planalto da Barra,22,1
Paracuru,Portelinha,13,1
Paracuru,Portelinha,15,1
Paracuru,Portelinha,20,1
Paracuru,Povoado das Grossas,14,1
Paracuru,Poço Doce,0,1
Paracuru,Poço Doce,1,2
Paracuru,Poço Doce,3,1
Paracuru,Poço Doce,4,1
Paracuru,Poço Doce,11,1
Paracuru,Poço Doce,12,1
Paracuru,Poço Doce,15,1
Paracuru,Poço Doce,16,1
Paracuru,Poço Doce,17,1
Paracuru,Poço Doçe,10,1
Paracuru,Praia do Boca do Poço,18,1
Paracuru,Praia do Farol,19,1
Paracuru,Quatro Bocas,2,1
Paracuru,Quatro Bocas,19,1
Paracuru,Riacho Doce,4,1
Paracuru,Riacho Doce,9,1
Paracuru,Riacho Doce,18,2
Paracuru,Riacho Doce,21,1
Paracuru,Riacho doce,18,1
Paracuru,Santa Marta,0,1
Paracuru,São Pedro,9,1
Paracuru,São Pedro,13,1
Paracuru,São Pedro,17,2
Paracuru,São Pedro de Baixo,5,1
Paracuru,São Pedro de Baixo,18,1
Paracuru,São Pedro de Cima,17,1
Paracuru,São Pedro de Cima,23,1
Paracuru,Sítio Inglês,0,1
Paracuru,Vila São José,23,3
Paracuru,Vila da Prefeitura,16,1
Paracuru,Vila da Prefeitura,18,1
Paracuru,Volta Redonda,3,1
Paracuru,Volta Redonda,16,1
Paracuru,Zona Rural,0,1
Paracuru,Zona Rural,4,1
Paracuru,Zona Rural,6,1
Paracuru,Zona Rural,12,2
Paracuru,Zona Rural,13,3
Paracuru,Zona Rural,15,1
Paracuru,Zona Rural,16,1
Paracuru,Zona Rural,19,1
Paracuru,Zona Rural,21,1
Paracuru,campo Semente,21,1
Paraipaba,2ªEtapa,0,1
Paraipaba,2ªEtapa,15,1
Paraipaba,Alto do Cipó,16,2
Paraipaba,Arame,16,1
Paraipaba,Barreira,2,1
Paraipaba,Barreiras,15,1
Paraipaba,Boa Esperança,1,2
Paraipaba,Boa Esperança,2,2
Paraipaba,Boa Esperança,6,1
Paraipaba,Boa Esperança,15,1
Paraipaba,Boa Esperança,17,2
Paraipaba,Boa Esperança,20,1
Paraipaba,Boa Esperança,23,1
Paraipaba,Boa Vista,7,1
Paraipaba,Boa Vista,12,1
Paraipaba,Boa Vista,15,1
Paraipaba,Boa Vista,17,1
Paraipaba,Boa Vista,20,1
Paraipaba,Boa esperança,3,1
Paraipaba,C2,13,1
Paraipaba,Cacimbão,0,1
Paraipaba,Cacimbão,1,1
Paraipaba,Cacimbão,12,3
Paraipaba,Cacimbão,15,1
Paraipaba,Cacimbão dos Tabosas,3,1
Paraipaba,Cacimbão dos Tabosas,16,1
Paraipaba,Cacimbão dos Tabosas,19,1
Paraipaba,Cacimbão dos Tabosas,20,1
Paraipaba,Cacimbão dos Tereza,16,1
Paraipaba,Cacimão,14,1
Paraipaba,Cagado,18,1
Paraipaba,Calumbi,15,1
Paraipaba,Calumbi,16,1
Paraipaba,Camboas,4,1
Paraipaba,Camboas,5,1
Paraipaba,Camboas,7,1
Paraipaba,Camboas,14,1
Paraipaba,Camboas,17,1
Paraipaba,Camboas,18,1
Paraipaba,Camburão,5,1
Paraipaba,Camburão,6,1
Paraipaba,Camburão,9,1
Paraipaba,Camburão,11,1
Paraipaba,Camburão,13,1
Paraipaba,Camburão,14,1
Paraipaba,Camburão,17,1
Paraipaba,Centro,0,1
Paraipaba,Centro,1,2
Paraipaba,Centro,3,5
Paraipaba,Centro,4,2
Paraipaba,Centro,5,2
Paraipaba,Centro,6,1
Paraipaba,Centro,7,1
Paraipaba,Centro,17,1
Paraipaba,Centro,19,1
Paraipaba,Centro,20,1
Paraipaba,Centro,22,1
Paraipaba,"Comunidade Calumbi, Boa Vista",13,1
Paraipaba,D1,15,1
Paraipaba,D2,7,1
Paraipaba,D2,17,1
Paraipaba,Distrito de Camboas,20,1
Paraipaba,Forno Velho,14,1
Paraipaba,Gangorra,15,1
Paraipaba,Gurita,5,1
Paraipaba,Gurita,15,1
Paraipaba,Gurita,17,1
Paraipaba,José Bileu,15,1
Paraipaba,Lagoa De Bebê,15,1
Paraipaba,Lagoa De Bebê,23,2
Paraipaba,Lagoa das Almécegas,4,1
Paraipaba,Lagoa de Beber,21,1
Paraipaba,Lagoinha,0,1
Paraipaba,Lagoinha,3,2
Paraipaba,Lagoinha,5,1
Paraipaba,Lagoinha,6,1
Paraipaba,Lagoinha,7,1
Paraipaba,Lagoinha,9,1
Paraipaba,Lagoinha,13,1
Paraipaba,Lagoinha,14,1
Paraipaba,Lagoinha,16,3
Paraipaba,Lagoinha,17,2
Paraipaba,Lagoinha,23,1
Paraipaba,"Localidade de Penha, Lagoinha",17,1
Paraipaba,Monte,2,1
Paraipaba,Monte Alverne,13,1
Paraipaba,Monte Alverne,17,2
Paraipaba,Pedrinhas,13,1
Paraipaba,Pedrinhas,16,1
Paraipaba,Por Do Sol,21,1
Paraipaba,Rosário,4,1
Paraipaba,Rosário,12,1
Paraipaba,Santa Luzia,13,1
Paraipaba,Segunda Etapa,6,1
Paraipaba,Setor B,5,2
Paraipaba,Setor B,6,1
Paraipaba,Setor B,14,1
Paraipaba,Setor C1,2,1
Paraipaba,Setor C1,14,1
Paraipaba,Setor C1,21,1
Paraipaba,Setor C2,0,1
Paraipaba,Setor C2,2,1
Paraipaba,Setor C2,15,1
Paraipaba,Setor D 2,21,1
Paraipaba,Setor D1,16,1
Paraipaba,Setor D2,5,1
Paraipaba,Setor D2,22,1
Paraipaba,Setor E,2,1
Paraipaba,Setor E,15,1
Paraipaba,Setor E,16,1
Paraipaba,Setor E,23,1
Paraipaba,Setr C2,2,1
Paraipaba,Vila Por Do Sol,14,1
Paraipaba,Vila Por do Sol,0,1
Paraipaba,"Vila Pôr do sol, Lagoinha",0,1
Paraipaba,Zabele,21,1
Paraipaba,Zabelé,12,1
Paraipaba,Zona Rural,4,1
Paraipaba,Zona Rural,12,2
Paraipaba,Zona Rural,13,1
Paraipaba,Zona Rural,14,4
Paraipaba,Zona Rural,15,4
Paraipaba,Zona Rural,16,4
Paraipaba,Zona Rural,17,3
Paraipaba,Zona Rural,18,2
Paraipaba,Zona Rural,22,2
Parambu,Alto Bela Vista,1,1
Parambu,Alto Bela Vista,15,1
Parambu,Alto Bela Vista,21,1
Parambu,Assunção,20,1
Parambu,BR-020,21,1
Parambu,Beleza,1,1
Parambu,Beleza,11,1
Parambu,Beleza,15,1
Parambu,Beleza,16,1
Parambu,Beleza,22,1
Parambu,Beleza,23,1
Parambu,Brasília,17,1
Parambu,Brasília,23,1
Parambu,Cachimbo,14,1
Parambu,Cachimbo 1,0,1
Parambu,Cachimbo I,1,1
Parambu,Caixa D'água,17,1
Parambu,Caixa D’ Água,22,1
Parambu,Caixa D’água,21,1
Parambu,Centro,0,1
Parambu,Centro,11,1
Parambu,Centro,17,2
Parambu,Centro,20,1
